,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,sourcefilename,Loan_Status
298,LP001955,Female,No,0,Graduate,No,5000,2541.0,151.0,480.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
299,LP001963,Male,Yes,1,Graduate,No,2014,2925.0,113.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
300,LP001964,Male,Yes,0,Not Graduate,No,1800,2934.0,93.0,360.0,0.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
301,LP001972,Male,Yes,,Not Graduate,No,2875,1750.0,105.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
302,LP001974,Female,No,0,Graduate,No,5000,0.0,132.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
303,LP001977,Male,Yes,1,Graduate,No,1625,1803.0,96.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
304,LP001978,Male,No,0,Graduate,No,4000,2500.0,140.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
305,LP001990,Male,No,0,Not Graduate,No,2000,0.0,,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
306,LP001993,Female,No,0,Graduate,No,3762,1666.0,135.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
307,LP001994,Female,No,0,Graduate,No,2400,1863.0,104.0,360.0,0.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
308,LP001996,Male,No,0,Graduate,No,20233,0.0,480.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
309,LP001998,Male,Yes,2,Not Graduate,No,7667,0.0,185.0,360.0,,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
310,LP002002,Female,No,0,Graduate,No,2917,0.0,84.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
311,LP002004,Male,No,0,Not Graduate,No,2927,2405.0,111.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
312,LP002006,Female,No,0,Graduate,No,2507,0.0,56.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
313,LP002008,Male,Yes,2,Graduate,Yes,5746,0.0,144.0,84.0,,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
314,LP002024,,Yes,0,Graduate,No,2473,1843.0,159.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
315,LP002031,Male,Yes,1,Not Graduate,No,3399,1640.0,111.0,180.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
316,LP002035,Male,Yes,2,Graduate,No,3717,0.0,120.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
317,LP002036,Male,Yes,0,Graduate,No,2058,2134.0,88.0,360.0,,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
318,LP002043,Female,No,1,Graduate,No,3541,0.0,112.0,360.0,,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
319,LP002050,Male,Yes,1,Graduate,Yes,10000,0.0,155.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
320,LP002051,Male,Yes,0,Graduate,No,2400,2167.0,115.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
321,LP002053,Male,Yes,3+,Graduate,No,4342,189.0,124.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
322,LP002054,Male,Yes,2,Not Graduate,No,3601,1590.0,,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
323,LP002055,Female,No,0,Graduate,No,3166,2985.0,132.0,360.0,,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
324,LP002065,Male,Yes,3+,Graduate,No,15000,0.0,300.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
325,LP002067,Male,Yes,1,Graduate,Yes,8666,4983.0,376.0,360.0,0.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
326,LP002068,Male,No,0,Graduate,No,4917,0.0,130.0,360.0,0.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
327,LP002082,Male,Yes,0,Graduate,Yes,5818,2160.0,184.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
328,LP002086,Female,Yes,0,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
329,LP002087,Female,No,0,Graduate,No,2500,0.0,67.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
330,LP002097,Male,No,1,Graduate,No,4384,1793.0,117.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
331,LP002098,Male,No,0,Graduate,No,2935,0.0,98.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
332,LP002100,Male,No,,Graduate,No,2833,0.0,71.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
333,LP002101,Male,Yes,0,Graduate,,63337,0.0,490.0,180.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
334,LP002103,,Yes,1,Graduate,Yes,9833,1833.0,182.0,180.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
335,LP002106,Male,Yes,,Graduate,Yes,5503,4490.0,70.0,,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
336,LP002110,Male,Yes,1,Graduate,,5250,688.0,160.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
337,LP002112,Male,Yes,2,Graduate,Yes,2500,4600.0,176.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
338,LP002113,Female,No,3+,Not Graduate,No,1830,0.0,,360.0,0.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
339,LP002114,Female,No,0,Graduate,No,4160,0.0,71.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
340,LP002115,Male,Yes,3+,Not Graduate,No,2647,1587.0,173.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
341,LP002116,Female,No,0,Graduate,No,2378,0.0,46.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
342,LP002119,Male,Yes,1,Not Graduate,No,4554,1229.0,158.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
343,LP002126,Male,Yes,3+,Not Graduate,No,3173,0.0,74.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
344,LP002128,Male,Yes,2,Graduate,,2583,2330.0,125.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
345,LP002129,Male,Yes,0,Graduate,No,2499,2458.0,160.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
346,LP002130,Male,Yes,,Not Graduate,No,3523,3230.0,152.0,360.0,0.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
347,LP002131,Male,Yes,2,Not Graduate,No,3083,2168.0,126.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
348,LP002137,Male,Yes,0,Graduate,No,6333,4583.0,259.0,360.0,,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
349,LP002138,Male,Yes,0,Graduate,No,2625,6250.0,187.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
350,LP002139,Male,Yes,0,Graduate,No,9083,0.0,228.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
351,LP002140,Male,No,0,Graduate,No,8750,4167.0,308.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
352,LP002141,Male,Yes,3+,Graduate,No,2666,2083.0,95.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
353,LP002142,Female,Yes,0,Graduate,Yes,5500,0.0,105.0,360.0,0.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
354,LP002143,Female,Yes,0,Graduate,No,2423,505.0,130.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
355,LP002144,Female,No,,Graduate,No,3813,0.0,116.0,180.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
356,LP002149,Male,Yes,2,Graduate,No,8333,3167.0,165.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
357,LP002151,Male,Yes,1,Graduate,No,3875,0.0,67.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
358,LP002158,Male,Yes,0,Not Graduate,No,3000,1666.0,100.0,480.0,0.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
359,LP002160,Male,Yes,3+,Graduate,No,5167,3167.0,200.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
360,LP002161,Female,No,1,Graduate,No,4723,0.0,81.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
361,LP002170,Male,Yes,2,Graduate,No,5000,3667.0,236.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
362,LP002175,Male,Yes,0,Graduate,No,4750,2333.0,130.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
363,LP002178,Male,Yes,0,Graduate,No,3013,3033.0,95.0,300.0,,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
364,LP002180,Male,No,0,Graduate,Yes,6822,0.0,141.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
365,LP002181,Male,No,0,Not Graduate,No,6216,0.0,133.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
366,LP002187,Male,No,0,Graduate,No,2500,0.0,96.0,480.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
367,LP002188,Male,No,0,Graduate,No,5124,0.0,124.0,,0.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
368,LP002190,Male,Yes,1,Graduate,No,6325,0.0,175.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
369,LP002191,Male,Yes,0,Graduate,No,19730,5266.0,570.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
370,LP002194,Female,No,0,Graduate,Yes,15759,0.0,55.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
371,LP002197,Male,Yes,2,Graduate,No,5185,0.0,155.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
372,LP002201,Male,Yes,2,Graduate,Yes,9323,7873.0,380.0,300.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
373,LP002205,Male,No,1,Graduate,No,3062,1987.0,111.0,180.0,0.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
374,LP002209,Female,No,0,Graduate,,2764,1459.0,110.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
375,LP002211,Male,Yes,0,Graduate,No,4817,923.0,120.0,180.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
376,LP002219,Male,Yes,3+,Graduate,No,8750,4996.0,130.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
377,LP002223,Male,Yes,0,Graduate,No,4310,0.0,130.0,360.0,,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
378,LP002224,Male,No,0,Graduate,No,3069,0.0,71.0,480.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
379,LP002225,Male,Yes,2,Graduate,No,5391,0.0,130.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
380,LP002226,Male,Yes,0,Graduate,,3333,2500.0,128.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
381,LP002229,Male,No,0,Graduate,No,5941,4232.0,296.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
382,LP002231,Female,No,0,Graduate,No,6000,0.0,156.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
383,LP002234,Male,No,0,Graduate,Yes,7167,0.0,128.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
384,LP002236,Male,Yes,2,Graduate,No,4566,0.0,100.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
385,LP002237,Male,No,1,Graduate,,3667,0.0,113.0,180.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
386,LP002239,Male,No,0,Not Graduate,No,2346,1600.0,132.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
387,LP002243,Male,Yes,0,Not Graduate,No,3010,3136.0,,360.0,0.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
388,LP002244,Male,Yes,0,Graduate,No,2333,2417.0,136.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
389,LP002250,Male,Yes,0,Graduate,No,5488,0.0,125.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
390,LP002255,Male,No,3+,Graduate,No,9167,0.0,185.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
391,LP002262,Male,Yes,3+,Graduate,No,9504,0.0,275.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
392,LP002263,Male,Yes,0,Graduate,No,2583,2115.0,120.0,360.0,,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
393,LP002265,Male,Yes,2,Not Graduate,No,1993,1625.0,113.0,180.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
394,LP002266,Male,Yes,2,Graduate,No,3100,1400.0,113.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
395,LP002272,Male,Yes,2,Graduate,No,3276,484.0,135.0,360.0,,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
396,LP002277,Female,No,0,Graduate,No,3180,0.0,71.0,360.0,0.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
397,LP002281,Male,Yes,0,Graduate,No,3033,1459.0,95.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
398,LP002284,Male,No,0,Not Graduate,No,3902,1666.0,109.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
399,LP002287,Female,No,0,Graduate,No,1500,1800.0,103.0,360.0,0.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
400,LP002288,Male,Yes,2,Not Graduate,No,2889,0.0,45.0,180.0,0.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
401,LP002296,Male,No,0,Not Graduate,No,2755,0.0,65.0,300.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
402,LP002297,Male,No,0,Graduate,No,2500,20000.0,103.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
403,LP002300,Female,No,0,Not Graduate,No,1963,0.0,53.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
404,LP002301,Female,No,0,Graduate,Yes,7441,0.0,194.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
405,LP002305,Female,No,0,Graduate,No,4547,0.0,115.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
406,LP002308,Male,Yes,0,Not Graduate,No,2167,2400.0,115.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
407,LP002314,Female,No,0,Not Graduate,No,2213,0.0,66.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
408,LP002315,Male,Yes,1,Graduate,No,8300,0.0,152.0,300.0,0.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
409,LP002317,Male,Yes,3+,Graduate,No,81000,0.0,360.0,360.0,0.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
410,LP002318,Female,No,1,Not Graduate,Yes,3867,0.0,62.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
411,LP002319,Male,Yes,0,Graduate,,6256,0.0,160.0,360.0,,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
412,LP002328,Male,Yes,0,Not Graduate,No,6096,0.0,218.0,360.0,0.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
413,LP002332,Male,Yes,0,Not Graduate,No,2253,2033.0,110.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
414,LP002335,Female,Yes,0,Not Graduate,No,2149,3237.0,178.0,360.0,0.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
415,LP002337,Female,No,0,Graduate,No,2995,0.0,60.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
416,LP002341,Female,No,1,Graduate,No,2600,0.0,160.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
417,LP002342,Male,Yes,2,Graduate,Yes,1600,20000.0,239.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
418,LP002345,Male,Yes,0,Graduate,No,1025,2773.0,112.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
419,LP002347,Male,Yes,0,Graduate,No,3246,1417.0,138.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
420,LP002348,Male,Yes,0,Graduate,No,5829,0.0,138.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
421,LP002357,Female,No,0,Not Graduate,No,2720,0.0,80.0,,0.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
422,LP002361,Male,Yes,0,Graduate,No,1820,1719.0,100.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
423,LP002362,Male,Yes,1,Graduate,No,7250,1667.0,110.0,,0.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
424,LP002364,Male,Yes,0,Graduate,No,14880,0.0,96.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
425,LP002366,Male,Yes,0,Graduate,No,2666,4300.0,121.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
426,LP002367,Female,No,1,Not Graduate,No,4606,0.0,81.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
427,LP002368,Male,Yes,2,Graduate,No,5935,0.0,133.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
428,LP002369,Male,Yes,0,Graduate,No,2920,16.12000084,87.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
429,LP002370,Male,No,0,Not Graduate,No,2717,0.0,60.0,180.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
430,LP002377,Female,No,1,Graduate,Yes,8624,0.0,150.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
431,LP002379,Male,No,0,Graduate,No,6500,0.0,105.0,360.0,0.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
432,LP002386,Male,No,0,Graduate,,12876,0.0,405.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
433,LP002387,Male,Yes,0,Graduate,No,2425,2340.0,143.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
434,LP002390,Male,No,0,Graduate,No,3750,0.0,100.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
435,LP002393,Female,,,Graduate,No,10047,0.0,,240.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
436,LP002398,Male,No,0,Graduate,No,1926,1851.0,50.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
437,LP002401,Male,Yes,0,Graduate,No,2213,1125.0,,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
438,LP002403,Male,No,0,Graduate,Yes,10416,0.0,187.0,360.0,0.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
439,LP002407,Female,Yes,0,Not Graduate,Yes,7142,0.0,138.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
440,LP002408,Male,No,0,Graduate,No,3660,5064.0,187.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
441,LP002409,Male,Yes,0,Graduate,No,7901,1833.0,180.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
442,LP002418,Male,No,3+,Not Graduate,No,4707,1993.0,148.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
443,LP002422,Male,No,1,Graduate,No,37719,0.0,152.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
444,LP002424,Male,Yes,0,Graduate,No,7333,8333.0,175.0,300.0,,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
445,LP002429,Male,Yes,1,Graduate,Yes,3466,1210.0,130.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
446,LP002434,Male,Yes,2,Not Graduate,No,4652,0.0,110.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
447,LP002435,Male,Yes,0,Graduate,,3539,1376.0,55.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
448,LP002443,Male,Yes,2,Graduate,No,3340,1710.0,150.0,360.0,0.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
449,LP002444,Male,No,1,Not Graduate,Yes,2769,1542.0,190.0,360.0,,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
450,LP002446,Male,Yes,2,Not Graduate,No,2309,1255.0,125.0,360.0,0.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
451,LP002447,Male,Yes,2,Not Graduate,No,1958,1456.0,60.0,300.0,,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
452,LP002448,Male,Yes,0,Graduate,No,3948,1733.0,149.0,360.0,0.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
